1,450.5,463.59,-113.64,1,0,0
2,200.99,352.41,-50.257,1,0,0
3,390.98,293.54,105.83,1,0,0
4,203.81,404.74,-106.07,1,0,0
5,398.16,436.8,97.454,1,0,0
6,377.54,493.96,-89.697,1,0,0
7,194.58,-0.95042,-25.385,1,0,1
8,105.76,438.62,-91.452,1,0,0
9,390.81,303.29,40.639,1,0,0
10,474.63,495.06,105.59,1,0,0
11,161.44,265.31,-98.097,1,1,0
12,334.42,237.11,-9.0584,1,1,0
13,219.32,400.71,-42.26,1,1,0
14,414.92,111.55,139.37,1,1,0
15,383.18,247.61,-0.2125,1,1,0
16,82.944,451.16,-3.0126,1,1,0
17,433.23,288.56,88.858,1,1,0
18,497.07,423.28,71.825,1,1,0
19,259.05,371.69,144.7,1,1,0
20,443.85,290.74,57.019,1,1,0
21,296.65,121.11,-40.559,1,2,0
22,80.056,331.02,-39.184,1,2,0
23,99.091,46.762,99.499,1,2,0
24,201.67,308.77,-113.25,1,2,0
25,370.78,325.42,-125.3,1,2,0
26,413.24,363.57,-71.084,1,2,0
27,398.08,447.45,33.768,1,2,0
28,161.42,488.24,-53.444,1,2,0
29,268.74,390.04,72.811,1,2,0
30,43.428,289.2,-135.47,1,2,0
31,55.853,464.16,281.5,1,3,0
32,68.146,290.05,282.39,1,3,0
33,339.33,8.4915,39.512,1,3,0
34,247.59,60.43,13.404,1,3,0
35,94.855,431.36,45.12,1,3,0
36,247.5,242.15,48.349,1,3,0
37,73.804,422.43,321.45,1,3,0
38,27.487,104.7,112.83,1,3,0
39,425.36,276.15,144.86,1,3,0
40,280.28,314.94,126.28,1,3,0
1,443.09,455.79,152.79,2,0,0
2,195.95,345.73,-150.95,2,0,0
3,382.61,293.16,-153.57,2,0,0
4,198.33,403.27,122.89,2,0,0
5,399.73,447.26,-5.5357,2,0,0
6,382.53,490.95,40.188,2,0,0
7,5.9621,320.9,-113.1,2,0,0
8,106.94,428.73,-74.38,2,0,0
9,397.1,310.94,61.827,2,0,0
10,469.05,497.23,-125.39,2,0,0
11,162.37,259.13,-82.842,2,1,0
12,340.28,238.6,17.097,2,1,0
13,224.05,397.96,8.4021,2,1,0
14,413.22,117,99.045,2,1,0
15,389.6,247.68,-14.937,2,1,0
16,89.048,451.68,33.314,2,1,0
17,430.05,292.03,160.2,2,1,0
18,495.33,427.5,146.71,2,1,0
19,253.23,371.74,-167.41,2,1,0
20,444.93,296.89,85.002,2,1,0
21,295.49,121.39,166.37,2,2,0
22,77.389,330.19,-162.62,2,2,0
23,96.095,52.9,116.02,2,2,0
24,200.89,306.97,-113.32,2,2,0
25,369.58,327.7,117.6,2,2,0
26,414.54,362.54,-38.459,2,2,0
27,396.34,450.51,119.49,2,2,0
28,161.43,489.18,89.494,2,2,0
29,264.72,394.98,129.1,2,2,0
30,50.186,290.62,11.887,2,2,0
31,55.853,464.16,281.5,2,3,0
32,68.146,290.05,282.39,2,3,0
33,339.33,8.4915,39.512,2,3,0
34,247.59,60.43,13.404,2,3,0
35,94.855,431.36,45.12,2,3,0
36,247.5,242.15,48.349,2,3,0
37,73.804,422.43,321.45,2,3,0
38,27.487,104.7,112.83,2,3,0
39,425.36,276.15,144.86,2,3,0
40,280.28,314.94,126.28,2,3,0
1,438.92,464.28,100.5,3,0,0
2,199.58,340.53,-19.908,3,0,0
3,380.39,299.1,75.385,3,0,0
4,191.81,405.7,-114.45,3,0,0
5,408.24,442.6,-41.824,3,0,0
6,388.07,498.34,163.91,3,0,1
7,-2.1128,322.62,143.16,3,0,0
8,98.129,429.64,160.06,3,0,0
9,387.42,314.44,173.48,3,0,0
10,465.32,488.46,-3.6458,3,0,0
11,160.3,254.72,-160.23,3,1,0
12,345.26,237.73,-56.091,3,1,0
13,228.64,401.53,44.614,3,1,0
14,410.56,121.66,163.92,3,1,0
15,392.1,243.47,-91.225,3,1,0
16,90.355,456.9,96.511,3,1,0
17,424.39,294.68,130.66,3,1,0
18,490.03,431.08,128.14,3,1,0
19,248.04,372.09,133.31,3,1,0
20,447.46,300.87,12.985,3,1,0
21,296.74,124.04,64.675,3,2,0
22,78.496,329.42,-34.894,3,2,0
23,96.269,52.417,-70.177,3,2,0
24,201.91,307.47,26.341,3,2,0
25,367.58,329.73,134.55,3,2,0
26,419.52,362.08,-5.2238,3,2,0
27,394.3,448.05,-129.74,3,2,0
28,162.79,491.39,58.305,3,2,0
29,264.29,395.89,115.39,3,2,0
30,47.589,292.67,141.83,3,2,0
31,55.853,464.16,281.5,3,3,0
32,68.146,290.05,282.39,3,3,0
33,339.33,8.4915,39.512,3,3,0
34,247.59,60.43,13.404,3,3,0
35,94.855,431.36,45.12,3,3,0
36,247.5,242.15,48.349,3,3,0
37,73.804,422.43,321.45,3,3,0
38,27.487,104.7,112.83,3,3,0
39,425.36,276.15,144.86,3,3,0
40,280.28,314.94,126.28,3,3,0
1,432.21,460.54,-130.49,4,0,0
2,206.46,341.4,110.41,4,0,0
3,385,304.28,-54.936,4,0,0
4,189.95,395.45,-5.9368,4,0,0
5,411.2,450.2,86.08,4,0,0
6,281.67,499.33,-94.389,4,0,0
7,-5.4835,317.37,-85.7,4,0,0
8,97.645,435.32,29.456,4,0,0
9,386.09,307.81,-62.319,4,0,0
10,475.31,487.31,-5.0489,4,0,0
11,153.9,254.04,-171.84,4,1,0
12,346.87,231.59,-77.521,4,1,0
13,233.52,403.52,-23.002,4,1,0
14,404.53,120.53,-161.91,4,1,0
15,391.94,237.26,-72.551,4,1,0
16,90.574,462.59,53.858,4,1,0
17,424.72,299.87,62.435,4,1,0
18,490.62,436.01,53.511,4,1,0
19,245.96,377.77,107.23,4,1,0
20,453.83,301.1,7.4841,4,1,0
21,297.35,121.89,-74.221,4,2,0
22,80.078,330.16,25.282,4,2,0
23,94.984,52.142,-167.9,4,2,0
24,208.01,306.22,-11.524,4,2,0
25,371.04,327.23,-35.885,4,2,0
26,420.84,362.11,1.2704,4,2,0
27,392.67,447.93,-175.74,4,2,0
28,164.22,488.61,-62.81,4,2,0
29,265.97,395.17,-23.152,4,2,0
30,41.715,288.45,-144.33,4,2,0
31,55.853,464.16,281.5,4,3,0
32,68.146,290.05,282.39,4,3,0
33,339.33,8.4915,39.512,4,3,0
34,247.59,60.43,13.404,4,3,0
35,94.855,431.36,45.12,4,3,0
36,247.5,242.15,48.349,4,3,0
37,73.804,422.43,321.45,4,3,0
38,27.487,104.7,112.83,4,3,0
39,425.36,276.15,144.86,4,3,0
40,280.28,314.94,126.28,4,3,0
1,432.79,454.7,0.86375,5,0,0
2,206.35,350.34,30.006,5,0,0
3,392.31,299.13,25.615,5,0,0
4,199.65,397.09,20.887,5,0,0
5,406.84,453.89,-142.66,5,0,0
6,285.98,495.58,36.876,5,0,0
7,-1.9476,311.25,44.424,5,0,0
8,99.859,441.56,154.72,5,0,0
9,382.38,303.5,166.85,5,0,0
10,471.44,478.47,-125.83,5,0,0
11,150.7,250.83,-96.248,5,1,0
12,350.06,228.26,-3.285,5,1,0
13,237.72,398.95,-53.424,5,1,0
14,399.71,121.01,129.07,5,1,0
15,396.29,234.85,-7.8407,5,1,0
16,95.858,464.44,9.317,5,1,0
17,426.89,305.34,97.666,5,1,0
18,494.15,441.03,76.455,5,1,0
19,242.44,381.39,-179.54,5,1,0
20,457.23,304.46,86.752,5,1,0
21,300.09,122.44,11.394,5,2,0
22,79.007,331.09,139.17,5,2,0
23,99.557,52.713,7.1217,5,2,0
24,209.47,310.31,70.376,5,2,0
25,369,329.3,134.53,5,2,0
26,421.54,365.96,79.656,5,2,0
27,395.06,447.1,-19.174,5,2,0
28,164.63,487.83,-62.453,5,2,0
